Code,Variety,Class,Trial,Collaborative,Location,Year,Yield,Test,Protein,Height,Lodging,Headingdate,Stripe
SWW10008,Norwest Duet,SWW,OWEYT,OR,Lexington,2019,75.74159436,59.225,10.875,39.75,NA,43601.5,NA
SWW10009,VI Bulldog (IDN 07-28017B),SWW,OWEYT,OR,Lexington,2019,80.77411895,61.25,10.85,36.75,NA,43599,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Lexington,2019,46.41838382,57.825,11.25,33.5,NA,43600.25,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Lexington,2019,63.3166772,60.875,10.475,35,NA,43600.25,NA
CW40007,Pritchett,Club,OWEYT,OR,Lexington,2019,63.70186205,58.075,10.95,36.5,NA,43604,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Lexington,2019,64.09953285,61.95,10.8,33,NA,43600.25,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Lexington,2019,65.96201957,63.4,10.6,36.75,NA,43600.5,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Lexington,2019,65.84309802,61.225,11.5,35,NA,43598,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Lexington,2019,63.8276373,59.3,11.46666667,33,NA,43603.33333,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Lexington,2019,86.3375479,59.875,9.65,31.5,NA,43594.75,NA
SWW10042,LCS Biancor,SWW,OWEYT,OR,Lexington,2019,78.02164754,59.225,9.925,31,NA,43598,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Lexington,2019,81.02488448,59.95,10.45,29.25,NA,43596.25,NA
SWW10014,LCS Hulk,SWW,OWEYT,OR,Lexington,2019,67.85774048,60.825,10.95,35.25,NA,43601.75,NA
SWW10015,LCS Shark,SWW,OWEYT,OR,Lexington,2019,78.38299074,60.025,10.65,34,NA,43598.5,NA
SWW10016,LCS Ghost (LWW14-74143),SWW,OWEYT,OR,Lexington,2019,90.0154112,58.4,8.633333333,34,NA,43595,NA
SWW10017,LCS Shine (LWW14-72916),SWW,OWEYT,OR,Lexington,2019,90.55792411,58.925,10.275,30.75,NA,43596.25,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Lexington,2019,72.88163791,58.3,10.15,34.25,NA,43600.75,NA
SWW10198,LWW15-71898,SWW,OWEYT,OR,Lexington,2019,69.12396558,58.275,10.45,32.75,NA,43600.5,NA
SWW10199,LWW16-71088,SWW,OWEYT,OR,Lexington,2019,70.97317177,59.125,10.475,34.75,NA,43600.75,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Lexington,2019,69.0570943,60.5,10.975,35.25,NA,43601.25,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Lexington,2019,71.44197103,62.15,10.475,33.5,NA,43596,NA
SWW10027,SY Command,SWW,OWEYT,OR,Lexington,2019,63.7641136,58.95,9.925,34.5,NA,43601,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Lexington,2019,59.30841412,60.4,11.025,33.25,NA,43601.25,NA
SWW10030,SY Raptor,SWW,OWEYT,OR,Lexington,2019,80.61308355,60.25,9.95,34.5,NA,43598,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Lexington,2019,73.51358474,60.625,10.575,36.25,NA,43599.75,NA
SWW10200,06PN212-25,SWW,OWEYT,OR,Lexington,2019,68.38992094,57.475,11.525,33.75,NA,43598.75,NA
SWW10035,M-Press,SWW,OWEYT,OR,Lexington,2019,64.46406591,59.675,11.2,34.5,NA,43600.5,NA
SWW10189,Dyna-Gro Impact,SWW,OWEYT,OR,Lexington,2019,68.51849929,59.725,11.3,35.25,NA,43599.25,NA
SWW10036,Nixon (OR2121086),SWW,OWEYT,OR,Lexington,2019,68.0155777,60.65,10.675,36.75,NA,43599.25,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Lexington,2019,74.88820862,60.575,10.925,37.5,NA,43597.75,NA
SWW10202,OR2140401,SWW,OWEYT,OR,Lexington,2019,65.92658306,59.15,10.925,35.25,NA,43602.75,NA
SWW10203,OR2140233,SWW,OWEYT,OR,Lexington,2019,67.33413865,59.525,10.95,33.25,NA,43598.5,NA
SWW10204,11-163-1C,SWW,OWEYT,OR,Lexington,2019,59.27131077,61.2,11.325,34,NA,43600.25,NA
SWW10205,OR2150169,SWW,OWEYT,OR,Lexington,2019,58.21668499,60.15,11.475,33.25,NA,43603.5,NA
SWW10206,OR2150184,SWW,OWEYT,OR,Lexington,2019,57.95127118,60.7,11.95,35.5,NA,43601.5,NA
SWW10092,ORCF-101,SWW,OWEYT,OR,Lexington,2019,64.54239782,59.075,12.2,35.75,NA,43601.25,NA
SWW10093,ORCF-102,SWW,OWEYT,OR,Lexington,2019,67.47952,60.225,11.725,37.75,NA,43602.25,NA
SWW10165,Curiosity CL+,SWW,OWEYT,OR,Lexington,2019,67.00239475,60.6,10.925,38.5,NA,43605,NA
SWW10166,Resilience CL+,SWW,OWEYT,OR,Lexington,2019,68.51369623,60.375,11.225,34.75,NA,43600.25,NA
SWW10167,Stingray CL+ (WA 8275 CL+),SWW,OWEYT,OR,Lexington,2019,72.68048321,59.3,11.925,36,NA,43602.25,NA
SWW10095,WB 1376 CLP,SWW,OWEYT,OR,Lexington,2019,66.140623,61.2,12.975,36.5,NA,43599.5,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Lexington,2019,68.91053777,62.025,11,32.75,NA,43599.5,NA
SWW10163,UI Castle CL+,SWW,OWEYT,OR,Lexington,2019,65.32830061,61.25,10.825,35.25,NA,43602.5,NA
SWW10207,UIL 17-6333 CL+,SWW,OWEYT,OR,Lexington,2019,69.12078947,62.13333333,11.8,32,NA,43600.66667,NA
SWW10208,UIL 17-6451 CL+,SWW,OWEYT,OR,Lexington,2019,64.90692239,62.025,11.425,37,NA,43600.5,NA
SWW10168,OR 2x2 CL+ (ORI2150031 Cl+),SWW,OWEYT,OR,Lexington,2019,65.08097745,60.6,11.25,37,NA,43600.75,NA
SWW10172,ORI2161244 CL+,SWW,OWEYT,OR,Lexington,2019,74.69342277,60.875,11.05,35.75,NA,43595.5,NA
SWW10173,Appleby CL+ (ORI2161250 CL+),SWW,OWEYT,OR,Lexington,2019,74.18087119,61.85,10.4,36.25,NA,43596,NA
SWW10209,ORI2170011 Cl+,SWW,OWEYT,OR,Lexington,2019,77.27995379,59.4,11.35,32.25,NA,43595.25,NA
SWW10001,Stephens,SWW,OWEYT,OR,Madras,2019,113.8417288,NA,NA,NA,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Madras,2019,127.8470417,NA,NA,NA,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Madras,2019,115.1616883,NA,NA,NA,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Madras,2019,124.7640835,NA,NA,NA,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Madras,2019,121.8442227,NA,NA,NA,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Madras,2019,114.0178746,NA,NA,NA,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Madras,2019,112.8357724,NA,NA,NA,NA,NA,NA
SWW10009,VI Bulldog (IDN 07-28017B),SWW,OWEYT,OR,Madras,2019,116.1021054,NA,NA,NA,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Madras,2019,123.6392475,NA,NA,NA,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Madras,2019,74.928546,NA,NA,NA,NA,NA,NA
CW40007,Pritchett,Club,OWEYT,OR,Madras,2019,94.17229582,NA,NA,NA,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Madras,2019,115.9653498,NA,NA,NA,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Madras,2019,123.2918851,NA,NA,NA,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Madras,2019,102.755877,NA,NA,NA,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Madras,2019,124.7173223,NA,NA,NA,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Madras,2019,142.2805942,NA,NA,NA,NA,NA,NA
SWW10042,LCS Biancor,SWW,OWEYT,OR,Madras,2019,127.9669319,NA,NA,NA,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Madras,2019,128.0289031,NA,NA,NA,NA,NA,NA
SWW10014,LCS Hulk,SWW,OWEYT,OR,Madras,2019,131.9652558,NA,NA,NA,NA,NA,NA
SWW10015,LCS Shark,SWW,OWEYT,OR,Madras,2019,124.3392399,NA,NA,NA,NA,NA,NA
SWW10016,LCS Ghost (LWW14-74143),SWW,OWEYT,OR,Madras,2019,158.6946386,NA,NA,NA,NA,NA,NA
SWW10017,LCS Shine (LWW14-72916),SWW,OWEYT,OR,Madras,2019,134.4285433,NA,NA,NA,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Madras,2019,132.3223286,NA,NA,NA,NA,NA,NA
SWW10198,LWW15-71898,SWW,OWEYT,OR,Madras,2019,147.3671221,NA,NA,NA,NA,NA,NA
SWW10199,LWW16-71088,SWW,OWEYT,OR,Madras,2019,136.843718,NA,NA,NA,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Madras,2019,112.4722119,NA,NA,NA,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Madras,2019,133.9854177,NA,NA,NA,NA,NA,NA
SWW10027,SY Command,SWW,OWEYT,OR,Madras,2019,112.9709918,NA,NA,NA,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Madras,2019,115.6061029,NA,NA,NA,NA,NA,NA
SWW10030,SY Raptor,SWW,OWEYT,OR,Madras,2019,129.3957681,NA,NA,NA,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Madras,2019,103.4296539,NA,NA,NA,NA,NA,NA
SWW10200,06PN212-25,SWW,OWEYT,OR,Madras,2019,114.7925999,NA,NA,NA,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Madras,2019,125.532796,NA,NA,NA,NA,NA,NA
SWW10189,Dyna-Gro Impact,SWW,OWEYT,OR,Madras,2019,110.5127727,NA,NA,NA,NA,NA,NA
SWW10036,Nixon (OR2121086),SWW,OWEYT,OR,Madras,2019,87.23372285,NA,NA,NA,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Madras,2019,116.9281251,NA,NA,NA,NA,NA,NA
SWW10202,OR2140401,SWW,OWEYT,OR,Madras,2019,121.8035828,NA,NA,NA,NA,NA,NA
SWW10203,OR2140233,SWW,OWEYT,OR,Madras,2019,103.6639881,NA,NA,NA,NA,NA,NA
SWW10204,11-163-1C,SWW,OWEYT,OR,Madras,2019,105.0442783,NA,NA,NA,NA,NA,NA
SWW10205,OR2150169,SWW,OWEYT,OR,Madras,2019,115.2990017,NA,NA,NA,NA,NA,NA
SWW10206,OR2150184,SWW,OWEYT,OR,Madras,2019,116.6324914,NA,NA,NA,NA,NA,NA
SWW10092,ORCF-101,SWW,OWEYT,OR,Madras,2019,99.144272,NA,NA,NA,NA,NA,NA
SWW10093,ORCF-102,SWW,OWEYT,OR,Madras,2019,105.6419369,NA,NA,NA,NA,NA,NA
SWW10165,Curiosity CL+,SWW,OWEYT,OR,Madras,2019,84.3749837,NA,NA,NA,NA,NA,NA
SWW10166,Resilience CL+,SWW,OWEYT,OR,Madras,2019,119.3738025,NA,NA,NA,NA,NA,NA
SWW10167,Stingray CL+ (WA 8275 CL+),SWW,OWEYT,OR,Madras,2019,125.3803808,NA,NA,NA,NA,NA,NA
SWW10095,WB 1376 CLP,SWW,OWEYT,OR,Madras,2019,122.8497728,NA,NA,NA,NA,NA,NA
SWW10163,UI Castle CL+,SWW,OWEYT,OR,Madras,2019,106.8031055,NA,NA,NA,NA,NA,NA
SWW10207,UIL 17-6333 CL+,SWW,OWEYT,OR,Madras,2019,120.4336354,NA,NA,NA,NA,NA,NA
SWW10208,UIL 17-6451 CL+,SWW,OWEYT,OR,Madras,2019,109.0788856,NA,NA,NA,NA,NA,NA
SWW10168,OR 2x2 CL+ (ORI2150031 Cl+),SWW,OWEYT,OR,Madras,2019,103.6651525,NA,NA,NA,NA,NA,NA
SWW10172,ORI2161244 CL+,SWW,OWEYT,OR,Madras,2019,117.1220213,NA,NA,NA,NA,NA,NA
SWW10173,Appleby CL+ (ORI2161250 CL+),SWW,OWEYT,OR,Madras,2019,143.6220518,NA,NA,NA,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Moro_Station,2019,66.60837939,59.4,11.83333333,32,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Moro_Station,2019,72.73475392,58.63333333,12.4,31.66666667,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Moro_Station,2019,74.95051853,61.03333333,10.7,30.66666667,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Moro_Station,2019,75.44127187,59.35,11.75,32,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Moro_Station,2019,73.56481836,58.475,11.45,30.75,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Moro_Station,2019,77.51391443,60,11.55,29.75,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Moro_Station,2019,64.8844009,58.65,12.25,34.25,NA,NA,NA
SWW10009,VI Bulldog (IDN 07-28017B),SWW,OWEYT,OR,Moro_Station,2019,70.90469643,60.73333333,12.36666667,32.33333333,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Moro_Station,2019,60.59646491,59.3,11.46666667,32.66666667,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Moro_Station,2019,62.07948658,59.75,12.425,32.75,NA,NA,NA
CW40007,Pritchett,Club,OWEYT,OR,Moro_Station,2019,57.1647727,57.1,12.4,31,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Moro_Station,2019,74.40112618,61.53333333,12.13333333,30.66666667,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Moro_Station,2019,64.69333764,61.675,12.775,32.5,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Moro_Station,2019,71.54003045,60,11.85,31.5,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Moro_Station,2019,67.58830067,59.8,12.275,30.25,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Moro_Station,2019,64.69102261,56.225,12.75,31,NA,NA,NA
SWW10042,LCS Biancor,SWW,OWEYT,OR,Moro_Station,2019,71.36523443,60.175,11.3,28.75,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Moro_Station,2019,76.74196981,58.76666667,11.3,28,NA,NA,NA
SWW10014,LCS Hulk,SWW,OWEYT,OR,Moro_Station,2019,73.46150436,60.9,11.5,32,NA,NA,NA
SWW10015,LCS Shark,SWW,OWEYT,OR,Moro_Station,2019,72.18264037,58.25,12.425,32.25,NA,NA,NA
SWW10016,LCS Ghost (LWW14-74143),SWW,OWEYT,OR,Moro_Station,2019,76.55492621,57.6,10.675,33.5,NA,NA,NA
SWW10017,LCS Shine (LWW14-72916),SWW,OWEYT,OR,Moro_Station,2019,80.89187185,59.36666667,11.36666667,29.33333333,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Moro_Station,2019,80.88850285,58.675,11.55,32,NA,NA,NA
SWW10198,LWW15-71898,SWW,OWEYT,OR,Moro_Station,2019,69.32405998,59.46666667,11.9,31,NA,NA,NA
SWW10199,LWW16-71088,SWW,OWEYT,OR,Moro_Station,2019,73.56616207,58.56666667,11.6,31.33333333,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Moro_Station,2019,77.3697177,61.85,11.1,31,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Moro_Station,2019,78.77318342,62.275,11.375,32,NA,NA,NA
SWW10027,SY Command,SWW,OWEYT,OR,Moro_Station,2019,73.41151895,58.8,10.625,31,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Moro_Station,2019,75.7798324,61.125,11.075,29.75,NA,NA,NA
SWW10030,SY Raptor,SWW,OWEYT,OR,Moro_Station,2019,79.02634833,60.225,11.325,31.25,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Moro_Station,2019,75.85311888,60.625,11.75,32,NA,NA,NA
SWW10200,06PN212-25,SWW,OWEYT,OR,Moro_Station,2019,64.27754564,57.3,13.4,29,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Moro_Station,2019,73.16715606,59.625,12.025,30,NA,NA,NA
SWW10189,Dyna-Gro Impact,SWW,OWEYT,OR,Moro_Station,2019,71.56143127,59.825,12.375,30.75,NA,NA,NA
SWW10036,Nixon (OR2121086),SWW,OWEYT,OR,Moro_Station,2019,74.75998849,59.35,11.825,33.75,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Moro_Station,2019,62.91090556,59.73333333,12.23333333,34.33333333,NA,NA,NA
SWW10202,OR2140401,SWW,OWEYT,OR,Moro_Station,2019,70.45966613,59.425,11.725,31.5,NA,NA,NA
SWW10203,OR2140233,SWW,OWEYT,OR,Moro_Station,2019,63.03745309,57.7,12.45,32.25,NA,NA,NA
SWW10204,11-163-1C,SWW,OWEYT,OR,Moro_Station,2019,72.39217026,60.26666667,12.03333333,31.66666667,NA,NA,NA
SWW10205,OR2150169,SWW,OWEYT,OR,Moro_Station,2019,64.81728967,59.76666667,12.93333333,30.66666667,NA,NA,NA
SWW10206,OR2150184,SWW,OWEYT,OR,Moro_Station,2019,71.70276102,60.8,12.33333333,32.33333333,NA,NA,NA
SWW10092,ORCF-101,SWW,OWEYT,OR,Moro_Station,2019,65.06388572,59.43333333,13,32.33333333,NA,NA,NA
SWW10093,ORCF-102,SWW,OWEYT,OR,Moro_Station,2019,58.87458524,59.16666667,13.3,32.66666667,NA,NA,NA
SWW10165,Curiosity CL+,SWW,OWEYT,OR,Moro_Station,2019,66.78002,60,10.8,33,NA,NA,NA
SWW10166,Resilience CL+,SWW,OWEYT,OR,Moro_Station,2019,75.18173667,61.4,11.66666667,30.66666667,NA,NA,NA
SWW10167,Stingray CL+ (WA 8275 CL+),SWW,OWEYT,OR,Moro_Station,2019,65.3343879,59,13.23333333,31.66666667,NA,NA,NA
SWW10095,WB 1376 CLP,SWW,OWEYT,OR,Moro_Station,2019,62.43490627,61.63333333,13.76666667,32.33333333,NA,NA,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Moro_Station,2019,64.10058308,60.2,13.03333333,30.66666667,NA,NA,NA
SWW10163,UI Castle CL+,SWW,OWEYT,OR,Moro_Station,2019,63.56794844,60.06666667,11.9,31.33333333,NA,NA,NA
SWW10207,UIL 17-6333 CL+,SWW,OWEYT,OR,Moro_Station,2019,81.61892763,62.36666667,12.03333333,30.33333333,NA,NA,NA
SWW10208,UIL 17-6451 CL+,SWW,OWEYT,OR,Moro_Station,2019,74.79002092,61.7,12.55,33.5,NA,NA,NA
SWW10168,OR 2x2 CL+ (ORI2150031 Cl+),SWW,OWEYT,OR,Moro_Station,2019,56.07082875,58.35,13.625,33,NA,NA,NA
SWW10172,ORI2161244 CL+,SWW,OWEYT,OR,Moro_Station,2019,64.81487638,59,12.6,32.25,NA,NA,NA
SWW10173,Appleby CL+ (ORI2161250 CL+),SWW,OWEYT,OR,Moro_Station,2019,70.16665786,60.95,11.575,33,NA,NA,NA
SWW10209,ORI2170011 Cl+,SWW,OWEYT,OR,Moro_Station,2019,67.87010303,59.25,12.25,31.5,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Moro_Kaseberg,2019,63.49525359,61.925,8.95,33.5,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,Moro_Kaseberg,2019,72.61052236,62.65,9.5,33.5,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,Moro_Kaseberg,2019,75.7208519,61.5,8.8,31,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.35103822,60.25,7.65,33.5,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Moro_Kaseberg,2019,70.35627915,59.93333333,8.3,32,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Moro_Kaseberg,2019,77.40557864,61.7,8.666666667,31.66666667,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.48891947,61.73333333,8.233333333,36.33333333,NA,NA,NA
SWW10009,VI Bulldog (IDN 07-28017B),SWW,OWEYT,OR,Moro_Kaseberg,2019,70.9348844,62.7,8.466666667,33.66666667,NA,NA,NA
SWW10011,IDO 1708,SWW,OWEYT,OR,Moro_Kaseberg,2019,52.40995074,60.9,9.075,31.25,NA,NA,NA
CW40001,ARS DH08X117-83C,Club,OWEYT,OR,Moro_Kaseberg,2019,63.97268047,62.5,8.525,32.75,NA,NA,NA
CW40007,Pritchett,Club,OWEYT,OR,Moro_Kaseberg,2019,80.07941566,60.3,8,34.5,NA,NA,NA
SWW10020,WB 1529,SWW,OWEYT,OR,Moro_Kaseberg,2019,57.06053339,63.1,9.5,30,NA,NA,NA
SWW10021,WB 1783,SWW,OWEYT,OR,Moro_Kaseberg,2019,71.4966466,63.96666667,9.533333333,34,NA,NA,NA
SWW10022,WB 1604,SWW,OWEYT,OR,Moro_Kaseberg,2019,67.98426267,62.275,9.55,33.25,NA,NA,NA
SWW10023,WB 1532,SWW,OWEYT,OR,Moro_Kaseberg,2019,68.68466679,61.85,8.9,31.5,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Moro_Kaseberg,2019,90.77127771,60.075,8.1,32.25,NA,NA,NA
SWW10042,LCS Biancor,SWW,OWEYT,OR,Moro_Kaseberg,2019,64.79666581,61.16666667,8.966666667,29.66666667,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.27511644,60,8.7,30.5,NA,NA,NA
SWW10014,LCS Hulk,SWW,OWEYT,OR,Moro_Kaseberg,2019,79.97092998,63.325,8.875,33,NA,NA,NA
SWW10015,LCS Shark,SWW,OWEYT,OR,Moro_Kaseberg,2019,82.19067314,59.96666667,8.233333333,34,NA,NA,NA
SWW10016,LCS Ghost (LWW14-74143),SWW,OWEYT,OR,Moro_Kaseberg,2019,79.6283309,59.05,7.775,34.25,NA,NA,NA
SWW10017,LCS Shine (LWW14-72916),SWW,OWEYT,OR,Moro_Kaseberg,2019,82.42803067,59.83333333,7.466666667,30.33333333,NA,NA,NA
SWW10019,LWW15-71945,SWW,OWEYT,OR,Moro_Kaseberg,2019,87.19069098,59.96666667,8.133333333,34,NA,NA,NA
SWW10198,LWW15-71898,SWW,OWEYT,OR,Moro_Kaseberg,2019,74.5750064,61.325,8.5,32,NA,NA,NA
SWW10199,LWW16-71088,SWW,OWEYT,OR,Moro_Kaseberg,2019,77.44827598,61.85,8.025,33,NA,NA,NA
SWW10025,SY Ovation,SWW,OWEYT,OR,Moro_Kaseberg,2019,69.59604528,62.05,9.175,32.75,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.38416602,61.975,9.25,31.25,NA,NA,NA
SWW10027,SY Command,SWW,OWEYT,OR,Moro_Kaseberg,2019,71.59169591,60.65,9.225,32.5,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.39995386,62.025,8.975,31.5,NA,NA,NA
SWW10030,SY Raptor,SWW,OWEYT,OR,Moro_Kaseberg,2019,78.24477462,60.76666667,8.366666667,33,NA,NA,NA
SWW10031,SY Candor (SY 09PN008#72),SWW,OWEYT,OR,Moro_Kaseberg,2019,74.79789553,62.65,9.625,32.75,NA,NA,NA
SWW10200,06PN212-25,SWW,OWEYT,OR,Moro_Kaseberg,2019,69.00820132,62.03333333,9.533333333,31.33333333,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Moro_Kaseberg,2019,79.81360294,61.55,8.425,32,NA,NA,NA
SWW10189,Dyna-Gro Impact,SWW,OWEYT,OR,Moro_Kaseberg,2019,79.1782339,62.6,9.025,31.75,NA,NA,NA
SWW10036,Nixon (OR2121086),SWW,OWEYT,OR,Moro_Kaseberg,2019,72.54404712,62.025,9.35,34.25,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Moro_Kaseberg,2019,69.62551858,61.975,8.7,35.25,NA,NA,NA
SWW10202,OR2140401,SWW,OWEYT,OR,Moro_Kaseberg,2019,74.38391168,61.15,8.7,32.75,NA,NA,NA
SWW10203,OR2140233,SWW,OWEYT,OR,Moro_Kaseberg,2019,70.63345923,60.875,8.85,33.25,NA,NA,NA
SWW10204,11-163-1C,SWW,OWEYT,OR,Moro_Kaseberg,2019,66.71552602,63.075,9.425,32.75,NA,NA,NA
SWW10205,OR2150169,SWW,OWEYT,OR,Moro_Kaseberg,2019,64.10129827,61.5,9.3,31.66666667,NA,NA,NA
SWW10206,OR2150184,SWW,OWEYT,OR,Moro_Kaseberg,2019,70.34629729,62.9,9.2,33.25,NA,NA,NA
SWW10092,ORCF-101,SWW,OWEYT,OR,Moro_Kaseberg,2019,65.62656668,62.5,9.333333333,33,NA,NA,NA
SWW10093,ORCF-102,SWW,OWEYT,OR,Moro_Kaseberg,2019,69.19058931,62.23333333,9.433333333,35,NA,NA,NA
SWW10165,Curiosity CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,65.72617931,62.5,8.125,34,NA,NA,NA
SWW10166,Resilience CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,70.10749628,62.6,9.525,32,NA,NA,NA
SWW10167,Stingray CL+ (WA 8275 CL+),SWW,OWEYT,OR,Moro_Kaseberg,2019,71.11368321,62.75,9.2,32.25,NA,NA,NA
SWW10095,WB 1376 CLP,SWW,OWEYT,OR,Moro_Kaseberg,2019,63.26126765,64.25,10.45,33.5,NA,NA,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,66.81971532,62.025,9,32.5,NA,NA,NA
SWW10163,UI Castle CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,71.16384248,63.2,9.225,32.75,NA,NA,NA
SWW10207,UIL 17-6333 CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,76.70003728,63.86666667,9.733333333,32,NA,NA,NA
SWW10208,UIL 17-6451 CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,70.75989378,62.5,9.075,36,NA,NA,NA
SWW10168,OR 2x2 CL+ (ORI2150031 Cl+),SWW,OWEYT,OR,Moro_Kaseberg,2019,69.62978417,62,9.2,34,NA,NA,NA
SWW10172,ORI2161244 CL+,SWW,OWEYT,OR,Moro_Kaseberg,2019,65.31195515,61.9,9.7,33.33333333,NA,NA,NA
SWW10173,Appleby CL+ (ORI2161250 CL+),SWW,OWEYT,OR,Moro_Kaseberg,2019,70.55562608,62.4,9.766666667,33.66666667,NA,NA,NA
SWW10209,ORI2170011 Cl+,SWW,OWEYT,OR,Moro_Kaseberg,2019,68.03996695,61.4,9.133333333,31.33333333,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,North_Valley,2019,130.647549,59.3,8.85,39.5,NA,NA,NA
SWW10003,Mary,SWW,OWEYT,OR,North_Valley,2019,141.9309808,60.725,9.675,39,NA,NA,NA
SWW10004,Kaseberg,SWW,OWEYT,OR,North_Valley,2019,136.0720644,58.65,8.7,39.75,NA,NA,NA
